,bus_count,last_update,msg_count,segment_id,traffic
500,0,2013-02-24T23:50:32,0,91,-1
501,0,2014-12-27T23:50:32,0,775,-1
502,1,2013-02-20T23:50:32,8,271,19
503,0,2014-12-25T23:50:32,0,1060,-1
504,0,2013-02-23T23:50:32,0,753,-1
505,3,2013-01-22T23:50:32,28,395,24
506,0,2014-12-16T23:50:32,0,194,-1
507,1,2013-01-26T23:50:32,5,1204,14
508,0,2013-01-24T23:50:32,0,24,-1
509,2,2013-02-14T23:50:32,19,1082,1
510,0,2014-12-07T23:50:32,0,830,-1
511,0,2013-02-16T23:50:32,0,825,-1
512,1,2013-01-30T23:50:32,2,608,54
513,4,2014-12-12T23:50:32,14,408,21
514,0,2013-02-04T23:50:32,0,861,-1
515,1,2013-01-21T23:50:32,5,389,26
516,0,2014-12-27T23:50:32,0,809,-1
517,1,2013-01-17T23:50:32,3,1308,20
518,1,2014-11-28T23:50:32,8,1251,21
519,0,2013-02-14T23:50:32,0,271,-1
520,1,2013-02-22T23:50:32,2,169,24
521,0,2013-02-17T23:50:32,0,504,-1
522,1,2013-02-28T23:50:32,3,381,26
523,0,2013-01-18T23:50:32,0,459,-1
524,1,2013-01-24T23:50:32,8,281,37
525,2,2014-12-03T23:50:32,21,422,18
526,2,2013-02-02T23:50:32,8,1038,20
527,0,2013-02-02T23:50:32,0,793,-1
528,0,2014-12-24T23:50:32,0,834,-1
529,0,2013-02-26T23:50:32,0,1283,-1
530,2,2013-02-24T23:50:32,8,414,27
531,1,2014-12-18T23:50:32,6,387,29
532,1,2013-02-02T23:50:32,3,326,23
533,1,2013-01-21T23:50:32,10,484,21
534,1,2013-02-28T23:50:32,4,1204,27
535,2,2013-01-30T23:50:32,10,174,28
536,2,2014-12-08T23:50:32,12,1212,24
537,0,2014-11-28T23:50:32,0,1225,-1
538,0,2014-12-26T23:50:32,0,584,-1
539,1,2014-12-14T23:50:32,9,418,19
540,1,2013-02-01T23:50:32,2,1178,21
541,2,2014-11-26T23:50:32,12,258,17
542,1,2014-12-17T23:50:32,6,1001,21
543,1,2013-02-15T23:50:32,13,152,20
544,1,2013-02-22T23:50:32,1,1037,24
545,1,2014-12-24T23:50:32,7,200,14
546,0,2014-12-13T23:50:32,0,606,-1
547,0,2014-12-18T23:50:32,0,529,-1
548,4,2013-01-29T23:50:32,7,594,50
549,4,2014-12-16T23:50:32,7,877,28
550,1,2014-12-29T23:50:32,8,426,20
551,3,2014-11-25T23:50:32,12,809,22
552,0,2014-12-02T23:50:32,0,9,-1
553,0,2013-01-27T23:50:32,0,176,-1
554,0,2014-11-29T23:50:32,0,374,-1
555,0,2013-02-17T23:50:32,0,878,-1
556,0,2013-02-12T23:50:32,0,792,-1
557,1,2013-01-22T23:50:32,12,577,26
558,0,2013-02-22T23:50:32,0,240,-1
559,0,2014-12-06T23:50:32,0,602,-1
560,1,2013-01-19T23:50:32,6,127,28
561,1,2013-02-20T23:50:32,8,646,27
562,2,2014-12-27T23:50:32,13,95,18
563,1,2014-12-21T23:50:32,14,821,27
564,1,2013-01-18T23:50:32,2,492,-1
565,1,2014-12-04T23:50:32,1,1036,19
566,0,2013-01-19T23:50:32,0,294,-1
567,0,2014-12-14T23:50:32,0,708,-1
568,1,2014-12-18T23:50:32,14,262,24
569,0,2013-02-19T23:50:32,0,719,-1
570,2,2013-02-21T23:50:32,10,703,34
571,0,2014-12-28T23:50:32,0,356,-1
572,0,2013-02-16T23:50:32,0,1247,-1
573,1,2013-01-15T23:50:32,14,350,21
574,1,2013-02-20T23:50:32,2,518,25
575,1,2014-11-26T23:50:32,5,560,16
576,0,2013-02-23T23:50:32,0,787,-1
577,1,2013-01-15T23:50:32,3,1252,23
578,2,2013-01-22T23:50:32,14,879,16
579,4,2014-12-09T23:50:32,11,944,23
580,0,2014-12-19T23:50:32,0,1243,-1
581,0,2013-02-20T23:50:32,0,331,-1
582,0,2013-02-25T23:50:32,0,219,-1
583,4,2014-12-05T23:50:32,5,1230,14
584,2,2014-12-02T23:50:32,3,416,21
585,2,2014-12-03T23:50:32,12,145,21
586,0,2014-12-17T23:50:32,0,15,-1
587,1,2013-02-20T23:50:32,4,1281,15
588,0,2013-02-10T23:50:32,0,570,-1
589,0,2013-02-25T23:50:32,0,478,-1
590,1,2014-12-27T23:50:32,2,636,40
591,0,2013-02-21T23:50:32,0,1018,-1
592,0,2014-12-17T23:50:32,0,856,-1
593,0,2013-02-17T23:50:32,0,495,-1
594,0,2014-12-26T23:50:32,0,1153,-1
595,1,2014-12-19T23:50:32,1,83,24
596,1,2014-12-21T23:50:32,13,261,15
597,1,2014-12-28T23:50:32,8,1259,27
598,0,2014-12-03T23:50:32,0,473,-1
599,1,2014-12-26T23:50:32,5,769,20
600,0,2014-12-20T23:50:32,0,970,-1
601,1,2014-12-30T23:50:32,9,1202,21
602,2,2013-01-26T23:50:32,17,929,16
603,1,2013-02-21T23:50:32,1,587,43
604,1,2014-12-30T23:50:32,6,442,25
605,1,2013-01-30T23:50:32,6,1247,37
606,0,2013-01-24T23:50:32,0,1061,-1
607,5,2013-02-27T23:50:32,38,228,16
608,2,2013-02-28T23:50:32,9,295,14
609,2,2013-01-23T23:50:32,14,1104,20
610,0,2014-12-27T23:50:32,0,1132,-1
611,1,2014-12-18T23:50:32,9,306,14
612,5,2013-02-27T23:50:32,26,1293,23
613,0,2013-01-25T23:50:32,0,962,-1
614,1,2013-01-24T23:50:32,1,826,28
615,0,2013-01-17T23:50:32,0,840,-1
616,1,2013-02-14T23:50:32,10,1235,22
617,0,2014-12-14T23:50:32,0,1052,-1
618,4,2013-01-17T23:50:32,5,578,48
619,1,2014-12-26T23:50:32,8,533,20
620,1,2014-12-09T23:50:32,6,31,28
621,0,2014-12-12T23:50:32,0,737,-1
622,1,2013-02-21T23:50:32,7,393,25
623,1,2013-02-27T23:50:32,11,324,14
624,0,2013-01-25T23:50:32,0,780,-1
625,0,2014-11-26T23:50:32,0,896,-1
626,0,2013-01-15T23:50:32,0,150,-1
627,0,2014-12-15T23:50:32,0,517,-1
628,1,2014-11-26T23:50:32,9,94,26
629,0,2013-01-20T23:50:32,0,700,-1
630,1,2013-02-10T23:50:32,5,353,27
631,2,2014-12-15T23:50:32,19,1274,21
632,0,2013-01-31T23:50:32,0,680,-1
633,3,2013-01-20T23:50:32,9,142,34
634,0,2014-12-18T23:50:32,0,504,-1
635,1,2013-01-16T23:50:32,4,534,13
636,1,2014-11-28T23:50:32,6,500,28
637,1,2013-02-15T23:50:32,4,427,25
638,2,2013-02-14T23:50:32,20,6,17
639,0,2013-02-15T23:50:32,0,600,-1
640,0,2014-12-01T23:50:32,0,898,-1
641,1,2014-12-30T23:50:32,1,597,48
642,0,2013-02-18T23:50:32,0,25,-1
643,2,2013-02-19T23:50:32,9,873,24
644,2,2013-02-13T23:50:32,3,1217,21
645,1,2013-02-14T23:50:32,2,976,32
646,0,2014-12-20T23:50:32,0,295,-1
647,2,2013-02-22T23:50:32,5,616,29
648,2,2013-01-29T23:50:32,13,206,18
649,1,2014-12-29T23:50:32,5,458,34
650,0,2013-01-23T23:50:32,0,858,-1
651,0,2013-02-14T23:50:32,0,19,-1
652,1,2014-12-16T23:50:32,8,413,21
653,1,2013-01-26T23:50:32,7,1238,18
654,0,2014-12-15T23:50:32,0,456,-1
655,2,2013-02-21T23:50:32,13,446,16
656,0,2014-12-17T23:50:32,0,360,-1
657,3,2013-01-21T23:50:32,29,1269,15
658,3,2013-02-05T23:50:32,23,357,21
659,0,2014-12-22T23:50:32,0,769,-1
660,1,2013-02-28T23:50:32,6,569,37
661,1,2013-02-26T23:50:32,5,218,25
662,3,2013-02-11T23:50:32,11,576,26
663,0,2014-12-11T23:50:32,0,903,-1
664,1,2013-01-17T23:50:32,10,325,27
665,1,2014-12-04T23:50:32,13,926,20
666,1,2013-02-25T23:50:32,9,784,27
667,1,2013-01-25T23:50:32,4,1126,29
668,2,2013-02-15T23:50:32,11,6,17
669,4,2013-02-05T23:50:32,16,120,14
670,2,2013-02-09T23:50:32,9,509,29
671,1,2013-02-13T23:50:32,7,12,28
672,1,2014-11-30T23:50:32,3,83,13
673,2,2013-01-15T23:50:32,8,144,23
674,1,2013-01-16T23:50:32,3,1230,17
675,2,2014-12-08T23:50:32,9,441,23
676,3,2013-02-19T23:50:32,33,208,16
677,0,2013-02-09T23:50:32,0,259,-1
678,0,2014-12-11T23:50:32,0,556,-1
679,1,2014-12-25T23:50:32,3,401,25
680,1,2013-01-19T23:50:32,7,45,13
681,1,2014-11-28T23:50:32,10,209,20
682,0,2014-12-29T23:50:32,0,1091,-1
683,0,2013-02-24T23:50:32,0,599,-1
684,1,2013-02-21T23:50:32,5,811,29
685,1,2014-12-24T23:50:32,5,307,25
686,7,2014-12-08T23:50:32,13,609,43
687,1,2013-01-17T23:50:32,4,216,28
688,1,2014-12-02T23:50:32,6,1243,17
689,0,2014-12-09T23:50:32,0,173,-1
690,1,2013-02-20T23:50:32,11,1258,20
691,1,2013-02-22T23:50:32,4,966,18
692,2,2013-02-12T23:50:32,10,1127,31
693,1,2013-02-27T23:50:32,6,385,30
694,1,2014-12-23T23:50:32,2,283,25
695,2,2013-02-04T23:50:32,8,816,34
696,0,2013-02-17T23:50:32,0,1281,-1
697,1,2013-02-24T23:50:32,8,1243,37
698,0,2013-01-22T23:50:32,0,719,-1
699,1,2013-01-16T23:50:32,4,1082,27
700,1,2013-02-02T23:50:32,6,341,18
701,0,2014-12-06T23:50:32,0,526,-1
702,2,2014-12-30T23:50:32,8,82,20
703,1,2013-01-26T23:50:32,8,351,21
704,1,2014-12-03T23:50:32,6,264,31
705,2,2013-02-13T23:50:32,11,803,21
706,0,2014-11-30T23:50:32,0,81,-1
707,0,2014-12-05T23:50:32,0,457,-1
708,4,2014-11-26T23:50:32,5,884,30
709,0,2014-11-25T23:50:32,0,875,-1
710,1,2014-12-16T23:50:32,5,1201,21
711,1,2014-12-26T23:50:32,8,488,18
712,2,2014-12-17T23:50:32,10,31,33
713,0,2014-12-11T23:50:32,0,473,-1
714,1,2014-12-14T23:50:32,1,1302,23
715,0,2014-12-17T23:50:32,0,605,-1
716,1,2013-01-20T23:50:32,6,216,26
717,1,2013-02-21T23:50:32,5,160,21
718,3,2014-12-17T23:50:32,5,612,43
719,1,2013-01-20T23:50:32,4,804,32
720,2,2013-01-15T23:50:32,11,936,16
721,2,2013-01-22T23:50:32,11,715,19
722,0,2014-12-14T23:50:32,0,881,-1
723,0,2014-12-27T23:50:32,0,313,-1
724,1,2014-12-07T23:50:32,9,118,27
725,0,2014-12-08T23:50:32,0,954,-1
726,1,2014-12-04T23:50:32,5,1277,31
727,2,2014-12-22T23:50:32,6,180,24
728,1,2013-01-25T23:50:32,4,27,26
729,1,2013-02-17T23:50:32,9,149,15
730,0,2014-12-28T23:50:32,0,111,-1
731,1,2014-12-29T23:50:32,1,812,31
732,0,2014-12-23T23:50:32,0,473,-1
733,0,2014-12-08T23:50:32,0,1182,-1
734,1,2014-12-15T23:50:32,7,572,22
735,1,2013-02-28T23:50:32,5,881,15
736,1,2014-11-30T23:50:32,7,80,26
737,1,2013-02-06T23:50:32,10,1215,18
738,1,2013-02-12T23:50:32,3,141,18
739,0,2013-01-23T23:50:32,0,1125,-1
740,2,2013-02-04T23:50:32,17,451,14
741,0,2013-01-26T23:50:32,0,57,-1
742,0,2013-01-17T23:50:32,0,537,-1
743,0,2014-11-25T23:50:32,0,490,-1
744,0,2013-02-01T23:50:32,0,1061,-1
745,1,2013-02-05T23:50:32,8,545,10
746,1,2013-01-26T23:50:32,6,684,29
747,0,2014-12-08T23:50:32,0,838,-1
748,2,2013-01-22T23:50:32,16,190,19
749,0,2013-02-02T23:50:32,0,179,-1
750,0,2014-12-02T23:50:32,0,257,-1
751,1,2014-12-27T23:50:32,3,713,20
752,1,2013-02-19T23:50:32,13,528,36
753,1,2014-12-25T23:50:32,6,68,25
754,0,2014-11-30T23:50:32,0,1052,-1
755,0,2014-12-13T23:50:32,0,956,-1
756,1,2014-12-05T23:50:32,7,53,20
757,2,2013-01-24T23:50:32,10,1307,27
758,2,2014-12-22T23:50:32,5,558,20
759,1,2013-02-02T23:50:32,5,928,27
760,2,2013-01-29T23:50:32,7,400,5
761,1,2013-02-16T23:50:32,1,571,26
762,0,2013-01-23T23:50:32,0,129,-1
763,0,2014-12-13T23:50:32,0,251,-1
764,2,2014-12-15T23:50:32,19,172,25
765,1,2014-12-30T23:50:32,1,388,29
766,1,2013-02-12T23:50:32,13,1132,29
767,0,2013-01-18T23:50:32,0,829,-1
768,2,2014-12-04T23:50:32,12,204,26
769,2,2013-02-28T23:50:32,18,809,20
770,1,2014-12-11T23:50:32,4,949,18
771,0,2013-02-20T23:50:32,0,783,-1
772,1,2013-02-07T23:50:32,4,110,19
773,1,2013-02-26T23:50:32,2,611,55
774,1,2013-01-31T23:50:32,6,575,18
775,2,2014-12-16T23:50:32,10,454,27
776,1,2013-02-20T23:50:32,6,219,22
777,0,2013-02-17T23:50:32,0,1244,-1
778,2,2014-12-16T23:50:32,10,844,28
779,1,2013-02-12T23:50:32,4,1125,33
780,3,2013-01-15T23:50:32,17,387,29
781,1,2014-12-29T23:50:32,5,1291,23
782,1,2013-01-30T23:50:32,10,1215,10
783,0,2014-12-07T23:50:32,0,976,-1
784,1,2013-02-26T23:50:32,9,814,24
785,0,2014-12-26T23:50:32,0,1040,-1
786,1,2014-12-29T23:50:32,9,402,20
787,0,2014-12-14T23:50:32,0,875,-1
788,1,2013-02-27T23:50:32,5,545,14
789,1,2013-01-25T23:50:32,9,985,42
790,1,2014-12-26T23:50:32,7,236,21
791,1,2013-02-08T23:50:32,8,837,25
792,0,2014-12-30T23:50:32,0,956,-1
793,0,2013-02-18T23:50:32,0,962,-1
794,1,2013-02-04T23:50:32,2,360,30
795,1,2014-12-02T23:50:32,9,357,28
796,1,2014-12-18T23:50:32,4,651,18
797,0,2013-02-17T23:50:32,0,781,-1
798,2,2014-12-19T23:50:32,3,765,20
799,0,2013-01-17T23:50:32,0,318,-1
800,0,2013-02-26T23:50:32,0,286,-1
801,1,2014-12-20T23:50:32,14,195,20
802,1,2014-12-05T23:50:32,10,771,26
803,0,2014-12-14T23:50:32,0,602,-1
804,1,2014-11-28T23:50:32,5,574,16
805,2,2013-02-22T23:50:32,14,134,18
806,1,2014-12-15T23:50:32,7,82,23
807,1,2014-12-28T23:50:32,12,94,23
808,0,2014-12-28T23:50:32,0,687,-1
809,0,2013-02-27T23:50:32,0,204,-1
810,0,2014-12-01T23:50:32,0,188,-1
811,0,2014-12-07T23:50:32,0,986,-1
812,1,2014-12-29T23:50:32,1,1027,25
813,1,2013-01-22T23:50:32,5,1292,23
814,1,2014-12-27T23:50:32,5,786,33
815,1,2013-02-12T23:50:32,8,324,13
816,1,2013-02-14T23:50:32,1,890,40
817,2,2013-01-18T23:50:32,15,50,20
818,1,2013-02-06T23:50:32,2,154,24
819,1,2013-02-06T23:50:32,11,308,19
820,1,2014-11-28T23:50:32,5,845,28
821,0,2013-02-02T23:50:32,0,515,-1
822,0,2014-12-22T23:50:32,0,670,-1
823,2,2014-12-27T23:50:32,16,1211,29
824,1,2013-02-18T23:50:32,5,210,19
825,2,2013-02-23T23:50:32,2,700,21
826,0,2013-02-24T23:50:32,0,650,-1
827,1,2013-01-19T23:50:32,5,29,21
828,0,2014-12-26T23:50:32,0,583,-1
829,1,2014-11-25T23:50:32,5,191,23
830,0,2013-02-03T23:50:32,0,393,-1
831,0,2013-02-11T23:50:32,0,779,-1
832,1,2013-01-18T23:50:32,4,779,23
833,0,2013-01-23T23:50:32,0,829,-1
834,1,2013-02-07T23:50:32,7,815,18
835,0,2013-02-05T23:50:32,0,684,-1
836,0,2013-01-31T23:50:32,0,223,-1
837,1,2013-02-12T23:50:32,5,785,17
838,0,2013-02-25T23:50:32,0,127,-1
839,1,2014-12-03T23:50:32,8,526,41
840,1,2014-12-14T23:50:32,7,690,23
841,1,2014-12-12T23:50:32,2,890,40
842,2,2013-02-01T23:50:32,12,286,15
843,1,2013-02-13T23:50:32,2,169,24
844,0,2013-01-27T23:50:32,0,530,-1
845,4,2013-02-14T23:50:32,26,816,21
846,1,2014-12-05T23:50:32,10,1241,18
847,1,2013-01-21T23:50:32,5,222,16
848,1,2013-01-16T23:50:32,3,270,20
849,3,2013-02-07T23:50:32,12,637,20
850,1,2013-02-02T23:50:32,7,9,26
851,0,2013-02-17T23:50:32,0,1201,-1
852,4,2014-12-01T23:50:32,45,195,21
853,3,2013-02-01T23:50:32,38,1288,22
854,1,2014-12-27T23:50:32,3,796,55
855,1,2014-12-14T23:50:32,2,478,28
856,0,2013-01-21T23:50:32,0,1099,-1
857,1,2013-02-28T23:50:32,8,1242,15
858,2,2014-11-28T23:50:32,9,314,22
859,1,2014-11-25T23:50:32,6,426,26
860,0,2013-02-03T23:50:32,0,1171,-1
861,0,2013-02-04T23:50:32,0,220,-1
862,1,2014-12-20T23:50:32,12,397,29
863,3,2013-02-20T23:50:32,27,716,23
864,1,2013-02-28T23:50:32,9,637,31
865,1,2014-12-13T23:50:32,3,822,24
866,0,2013-02-23T23:50:32,0,319,-1
867,1,2014-12-17T23:50:32,2,801,30
868,0,2013-01-26T23:50:32,0,690,-1
869,2,2013-02-09T23:50:32,9,162,27
870,1,2013-02-20T23:50:32,5,1118,34
871,0,2014-12-17T23:50:32,0,967,-1
872,3,2014-12-10T23:50:32,18,938,24
873,0,2013-01-24T23:50:32,0,1266,-1
874,2,2013-02-23T23:50:32,11,1232,21
875,0,2013-02-24T23:50:32,0,508,-1
876,0,2013-01-28T23:50:32,0,629,-1
877,1,2013-02-04T23:50:32,5,6,29
878,1,2013-02-17T23:50:32,7,279,30
879,4,2013-01-23T23:50:32,10,503,23
880,0,2013-02-03T23:50:32,0,493,-1
881,1,2013-02-24T23:50:32,5,171,17
882,0,2013-01-15T23:50:32,0,807,-1
883,2,2014-12-28T23:50:32,3,583,40
884,0,2013-02-01T23:50:32,0,45,-1
885,2,2013-02-16T23:50:32,7,142,20
886,0,2013-01-16T23:50:32,0,347,-1
887,1,2014-12-21T23:50:32,1,532,26
888,1,2014-12-03T23:50:32,5,121,22
889,1,2013-02-20T23:50:32,7,441,27
890,0,2013-01-25T23:50:32,0,756,-1
891,1,2013-02-27T23:50:32,1,252,26
892,0,2014-12-01T23:50:32,0,187,-1
893,1,2013-02-19T23:50:32,11,519,12
894,0,2013-02-21T23:50:32,0,1185,-1
895,3,2014-12-27T23:50:32,19,1294,20
896,1,2013-01-24T23:50:32,8,366,35
897,2,2013-01-31T23:50:32,16,90,27
898,5,2013-01-23T23:50:32,6,598,45
899,1,2013-02-05T23:50:32,9,218,27
900,0,2014-12-06T23:50:32,0,276,-1
901,1,2013-02-05T23:50:32,3,1253,30
902,1,2013-01-31T23:50:32,4,265,19
903,1,2013-02-01T23:50:32,5,443,23
904,0,2014-12-03T23:50:32,0,589,-1
905,0,2014-12-07T23:50:32,0,881,-1
906,2,2014-12-08T23:50:32,17,1235,14
907,0,2014-12-22T23:50:32,0,1051,-1
908,1,2014-12-24T23:50:32,7,325,31
909,1,2014-12-21T23:50:32,10,271,24
910,5,2013-02-12T23:50:32,6,586,37
911,0,2013-01-29T23:50:32,0,530,-1
912,1,2014-12-10T23:50:32,7,1,19
913,0,2014-12-21T23:50:32,0,1081,-1
914,0,2014-12-01T23:50:32,0,324,-1
915,2,2014-12-14T23:50:32,15,121,16
916,0,2014-12-16T23:50:32,0,1026,-1
917,0,2013-01-24T23:50:32,0,770,-1
918,0,2014-11-29T23:50:32,0,956,-1
919,2,2014-12-12T23:50:32,9,1302,12
920,3,2014-12-11T23:50:32,18,109,21
921,3,2013-01-18T23:50:32,9,362,27
922,1,2013-01-25T23:50:32,15,1218,10
923,2,2014-12-15T23:50:32,14,81,23
924,1,2014-11-27T23:50:32,2,557,25
925,0,2014-12-15T23:50:32,0,541,-1
926,2,2014-12-08T23:50:32,9,97,28
927,1,2013-02-05T23:50:32,2,84,29
928,1,2013-02-24T23:50:32,6,89,16
929,7,2013-02-16T23:50:32,34,904,18
930,1,2013-01-26T23:50:32,8,801,33
931,1,2014-12-22T23:50:32,10,71,25
932,1,2014-12-28T23:50:32,9,326,26
933,1,2014-12-11T23:50:32,6,809,15
934,0,2013-02-03T23:50:32,0,859,-1
935,0,2013-01-22T23:50:32,0,831,-1
936,5,2013-02-11T23:50:32,25,378,21
937,0,2014-12-27T23:50:32,0,684,-1
938,3,2014-12-30T23:50:32,12,1178,24
939,1,2013-01-17T23:50:32,1,414,25
940,1,2013-02-16T23:50:32,7,442,23
941,0,2013-01-25T23:50:32,0,1101,-1
942,0,2014-12-27T23:50:32,0,525,-1
943,0,2013-01-18T23:50:32,0,492,-1
944,0,2014-12-27T23:50:32,0,1306,-1
945,0,2013-02-01T23:50:32,0,370,-1
946,1,2014-12-12T23:50:32,2,241,26
947,1,2014-12-07T23:50:32,8,639,22
948,1,2013-01-18T23:50:32,2,883,20
949,1,2013-01-31T23:50:32,6,382,29
950,0,2014-11-26T23:50:32,0,250,-1
951,2,2014-12-21T23:50:32,9,205,16
952,0,2013-01-21T23:50:32,0,1028,-1
953,3,2013-02-22T23:50:32,26,79,15
954,0,2013-02-14T23:50:32,0,372,-1
955,1,2014-12-30T23:50:32,14,942,13
956,2,2013-01-17T23:50:32,8,344,24
957,5,2014-12-09T23:50:32,33,629,14
958,0,2013-02-09T23:50:32,0,273,-1
959,7,2014-11-27T23:50:32,72,908,19
960,0,2014-12-07T23:50:32,0,38,-1
961,1,2013-02-01T23:50:32,3,567,38
962,0,2014-12-21T23:50:32,0,880,-1
963,0,2013-01-29T23:50:32,0,938,-1
964,1,2014-12-25T23:50:32,4,261,15
965,0,2013-02-17T23:50:32,0,295,-1
966,1,2014-12-30T23:50:32,6,98,23
967,0,2014-12-08T23:50:32,0,786,-1
968,1,2014-12-20T23:50:32,1,890,40
969,0,2013-02-25T23:50:32,0,762,-1
970,1,2014-12-01T23:50:32,3,1276,24
971,1,2014-12-27T23:50:32,6,119,21
972,2,2013-01-15T23:50:32,11,32,26
973,0,2013-02-10T23:50:32,0,287,-1
974,0,2013-01-31T23:50:32,0,652,-1
975,1,2013-01-16T23:50:32,4,1188,24
976,0,2013-01-19T23:50:32,0,932,-1
977,0,2014-12-02T23:50:32,0,692,-1
978,1,2014-12-20T23:50:32,2,1050,-1
979,0,2014-12-13T23:50:32,0,1299,-1
980,1,2013-02-09T23:50:32,6,787,23
981,2,2013-01-22T23:50:32,5,807,50
982,0,2014-12-09T23:50:32,0,463,-1
983,2,2013-01-18T23:50:32,20,1229,14
984,1,2014-12-25T23:50:32,9,1252,24
985,1,2013-02-24T23:50:32,5,822,21
986,2,2013-02-28T23:50:32,9,1301,19
987,0,2014-12-16T23:50:32,0,1250,-1
988,1,2013-02-09T23:50:32,3,1188,12
989,9,2013-02-05T23:50:32,46,1292,16
990,2,2014-12-17T23:50:32,9,452,23
991,5,2013-02-10T23:50:32,55,925,14
992,0,2013-01-28T23:50:32,0,485,-1
993,1,2013-01-26T23:50:32,8,925,26
994,2,2014-12-26T23:50:32,10,230,35
995,0,2013-02-02T23:50:32,0,488,-1
996,0,2013-01-28T23:50:32,0,6,-1
997,7,2013-02-19T23:50:32,25,1299,20
998,0,2013-02-14T23:50:32,0,465,-1
999,0,2013-02-10T23:50:32,0,67,-1
